osm_id,name,highway,st_astext
1205249885,Mineral Springs Road,residential,"LINESTRING(-69.6087641 44.45700100051093,-69.60838130000002 44.45697620051093,-69.6074709 44.45681570051094)"
1205249886,Mineral Springs Road,residential,"LINESTRING(-69.6088488 44.45700650051092,-69.6087641 44.45700100051093)"
11438421,Stanley Hill Road,residential,"LINESTRING(-69.60551179999999 44.44785670051149,-69.6053893 44.447866200511484,-69.60496539999998 44.44788260051149,-69.60472160000002 44.44791070051149,-69.6045506 44.447990700511475,-69.60423079999998 44.44832670051147,-69.6041174 44.44847180051145,-69.60347879999999 44.449190700511416,-69.60265089999999 44.450291800511344,-69.6024229 44.4508417005113,-69.60220649999998 44.45141700051126,-69.6017438 44.452887800511185,-69.6015747 44.45368590051113,-69.6013189 44.45481460051106,-69.60093439999999 44.455693100511006,-69.60053879999998 44.456782200510936,-69.60039529999999 44.457304000510895,-69.6000291 44.45844420051084,-69.5999913 44.458683400510814,-69.5999279 44.4591885005108,-69.59991220000002 44.45933530051077,-69.59989539999998 44.45943740051077,-69.5998639 44.45953340051078,-69.5998277 44.45961960051078,-69.5997799 44.45970550051076,-69.59972709999998 44.459785200510744,-69.5996735 44.459846400510756,-69.5995794 44.459939400510756,-69.5994495 44.46004860051074,-69.5988581 44.4604447005107,-69.5979537 44.46104450051068,-69.5977236 44.461191600510666)"
369543190,Horse Country Lane,residential,"LINESTRING(-69.5994495 44.46004860051074,-69.5995139 44.46010010051074,-69.5998023 44.46021910051073,-69.60011079999998 44.46029450051073,-69.60053339999999 44.460365800510715,-69.60087609999998 44.460400500510715,-69.60117029999999 44.46042700051073,-69.60153009999999 44.460577800510706,-69.60171570000001 44.460612500510706,-69.601967 44.46063690051071,-69.6021184 44.460675700510706,-69.60221829999999 44.46073070051071,-69.6022555 44.460814300510705,-69.60214979999999 44.46101400051068,-69.6021155 44.46114450051068)"
11444420,Lombard Dam Road,residential,"LINESTRING(-69.5977236 44.461191600510666,-69.59828669999999 44.461377000510666,-69.5988514 44.46159620051064,-69.5991221 44.461719200510636,-69.59950719999999 44.461915900510625,-69.5998736 44.46211300051062,-69.6003132 44.4623744005106,-69.60052100000001 44.46252080051058,-69.6006927 44.46266530051057,-69.6009954 44.46293700051056,-69.60147799999999 44.46337900051054,-69.601999 44.463867300510486,-69.602243 44.464053200510484,-69.6024066 44.46414410051048,-69.6025676 44.46422260051048,-69.6027419 44.46428480051048,-69.6029136 44.46433460051047,-69.6031335 44.46438160051048,-69.60474199999999 44.46455900051046,-69.6096396 44.465306400510414,-69.61149569999999 44.46516860051041,-69.61199989999999 44.46511500051042,-69.612472 44.46511500051042,-69.6128502 44.465183100510416,-69.613172 44.46524100051042,-69.6141886 44.46543660051041)"
11439660,Webber Pond Road,residential,"LINESTRING(-69.6514956 44.43879790051204,-69.6517713 44.43819590051207,-69.6522468 44.43715750051213,-69.652383 44.43686000051216,-69.65255099999999 44.436529000512174,-69.65276799999998 44.4361495005122,-69.6529713 44.43577980051221,-69.65525739999998 44.431542000512486,-69.65603619999999 44.43018890051255,-69.6563297 44.42986030051259,-69.65652949999999 44.42965930051259,-69.6571274 44.42921000051262,-69.6587657 44.42854770051266,-69.66392339999999 44.42674640051276,-69.663975 44.426728500512766,-69.66737619999999 44.425528900512845,-69.6677137 44.42540570051285,-69.66806829999999 44.425268600512865,-69.66823609999999 44.42519360051286,-69.6684057 44.42510020051288,-69.66854989999999 44.42502260051287,-69.6687002 44.424931400512875,-69.66889719999999 44.42480330051287,-69.6690858 44.424672200512894,-69.66911049999999 44.42465500051289,-69.669138 44.4246373005129,-69.66943799999999 44.42438870051291,-69.6696269 44.42420480051291,-69.66976089999999 44.42407780051292,-69.6698647 44.423963000512934,-69.6698843 44.42394140051293,-69.6705464 44.423022600513,-69.6707366 44.422758600513006,-69.67079180000002 44.42268210051302,-69.6708635 44.42255270051301,-69.6710346 44.42224380051302,-69.6710475 44.42222040051304,-69.6711168 44.42206780051305,-69.671233 44.42176640051307,-69.67131669999999 44.421549100513076,-69.67140009999999 44.42126880051309,-69.6714199 44.42117420051311,-69.671497 44.420742900513126,-69.6715559 44.420413800513145,-69.6716608 44.41982810051318,-69.67170769999998 44.41958940051319,-69.6717604 44.41932090051321,-69.67181549999998 44.41907020051322,-69.6718493 44.41891650051323,-69.6718815 44.41876990051324,-69.6719156 44.418614400513256,-69.6719414 44.41849710051326,-69.6719507 44.41846660051328,-69.67199229999999 44.418313700513266,-69.67200559999999 44.418265600513266,-69.6720559 44.41799690051328,-69.672112 44.41774000051331,-69.6721428 44.41760020051332,-69.6721856 44.41740640051331,-69.6721945 44.41736320051332,-69.6722555 44.41706630051335,-69.6722916 44.41685370051335,-69.67229889999999 44.41674260051336,-69.6723068 44.416621600513366,-69.6723078 44.41655520051337,-69.67230969999999 44.416436500513385,-69.67230899999998 44.41627560051338,-69.6722983 44.4160462005134,-69.6722906 44.4159538005134,-69.67227409999998 44.415756400513416,-69.6722726 44.41572460051343,-69.67225989999999 44.41546850051344,-69.6722431 44.41524610051345,-69.6721931 44.41458550051349,-69.6721756 44.4143551005135,-69.67215909999999 44.414136700513524,-69.67215219999999 44.41404530051353,-69.6721165 44.413586700513555,-69.6720851 44.41318430051358,-69.67204879999998 44.4127197005136,-69.6720205 44.41211410051363,-69.6719955 44.41182240051365,-69.6719605 44.41141240051368,-69.67195729999999 44.409157300513805,-69.6719624 44.409026300513815,-69.6721207 44.404945000514054,-69.6722188 44.404460100514086,-69.6722772 44.4043146005141,-69.672426 44.40398010051411,-69.6727417 44.403596900514124,-69.6731104 44.40325570051415,-69.67424039999999 44.402296300514216,-69.6746387 44.401962600514224,-69.6752078 44.40166210051425,-69.67598839999998 44.40143130051427,-69.6862389 44.39952070051435,-69.6872104 44.399100200514404,-69.6879078 44.398595400514424,-69.6887275 44.39753790051449,-69.69019569999999 44.395253100514616,-69.6904251 44.39474680051465,-69.6906235 44.39415020051468,-69.6907754 44.3936773005147,-69.6909489 44.39333460051473,-69.6911335 44.393047200514744,-69.69139429999998 44.39273800051477,-69.6917079 44.39247370051478,-69.6920011 44.392274000514796,-69.69231579999999 44.392097300514806,-69.6930313 44.391809800514814)"
1286928364,,path,"LINESTRING(-69.6721756 44.4143551005135,-69.672244 44.41433100051349,-69.6722922 44.4143190005135,-69.6723211 44.4143161005135,-69.6723671 44.4143119005135)"
330308785,Snowmobile,path,"LINESTRING(-69.6119665 44.354268800516934,-69.61184949999999 44.35484500051691,-69.61078889999999 44.35626690051683,-69.6093305 44.3585894005167,-69.6088002 44.36129090051655,-69.6086013 44.36380270051641,-69.6078058 44.36697780051623,-69.6074744 44.37237990051593,-69.6074081 44.377497200515634,-69.6074744 44.38048210051547,-69.6074081 44.38242460051535,-69.6070103 44.38332470051531,-69.6070766 44.383893200515274,-69.6080047 44.38427220051525,-69.6086676 44.38526710051519,-69.6087689 44.38526710051519,-69.608999 44.38526710051519,-69.6090054 44.3852412005152,-69.6090985 44.38486440051523,-69.6093471 44.38484070051522,-69.6094962 44.385018400515214,-69.6094021 44.3851978005152,-69.6093968 44.38520790051521,-69.6094133 44.38601320051515,-69.6091316 44.38613170051515,-69.6088996 44.38673570051511,-69.6088996 44.38729230051508,-69.6086013 44.387647600515066,-69.6082864 44.38797920051504,-69.60689429999998 44.388476600515006,-69.6059663 44.389139800514975,-69.6058006 44.38936480051496,-69.6059 44.3901227005149,-69.6063474 44.39078590051487,-69.6068446 44.39092800051487,-69.60730859999998 44.39110570051485,-69.6072921 44.39155570051483,-69.60648 44.391993800514804,-69.6062314 44.39231360051479,-69.6059828 44.39231360051479,-69.6056514 44.392657000514774,-69.60558509999998 44.39305960051474,-69.6054857 44.39358070051472,-69.6052537 44.393734600514705,-69.6042427 44.394054300514696,-69.6033644 44.39436220051468,-69.6030164 44.39468190051466,-69.60288379999999 44.39535690051462,-69.60261859999999 44.3955700005146,-69.6020718 44.395392400514616,-69.60150829999999 44.39535690051462,-69.6009614 44.39527400051462,-69.6006797 44.39529770051462,-69.60041450000001 44.397287000514496,-69.60056369999998 44.397677800514465,-69.60155799999998 44.39785540051446,-69.6023038 44.39799750051446,-69.60275119999999 44.39864870051443,-69.603497 44.399063200514405,-69.6043422 44.39925260051439,-69.60432559999998 44.399572300514365,-69.6045245 44.39991570051435,-69.6046239 44.40053140051432,-69.6053199 44.401372100514266,-69.6064966 44.401703600514246,-69.6073691 44.40204460051424,-69.60843559999999 44.4024614005142,-69.61204839999999 44.402816600514186,-69.6160423 44.40364540051413,-69.6165561 44.404130800514096,-69.6169538 44.4042137005141,-69.61731839999999 44.404320200514086,-69.61794809999999 44.404320200514086,-69.61819669999998 44.40477010051406,-69.61819669999998 44.405385800514026,-69.61804759999998 44.406190900513984,-69.6178321 44.40687750051394,-69.61748410000001 44.40712620051393,-69.61711949999999 44.40683020051393,-69.61688749999999 44.40668810051395,-69.61461709999999 44.40678280051396,-69.6141531 44.40683020051393,-69.6136227 44.40679470051395,-69.6130427 44.406356600513966,-69.61223069999998 44.406072500513986,-69.6120815 44.40587120051399,-69.6105568 44.40555150051402,-69.6098442 44.40565810051401,-69.6093471 44.40622640051398,-69.60914819999999 44.407434000513916,-69.6090985 44.408120600513854,-69.60914819999999 44.40861790051385,-69.6090819 44.40896120051383,-69.6086842 44.40900860051382,-69.6083527 44.41060680051372,-69.60795499999999 44.4108198005137,-69.6058751 44.41066650051372,-69.6058451 44.41059460051373,-69.6057011 44.410121400513766,-69.60563289999999 44.41008580051376,-69.6040936 44.409280800513805,-69.6031324 44.408286400513866,-69.6028341 44.40810880051388,-69.60225399999999 44.40810880051388,-69.59965219999998 44.407658900513894,-69.5990887 44.407706300513894,-69.59860809999999 44.40781280051389,-69.59819379999999 44.40783650051389,-69.5977463 44.40769440051389,-69.5973983 44.40741030051392,-69.59695090000001 44.40687750051394,-69.5963045 44.40661710051396,-69.59565819999999 44.40590670051402,-69.59517759999999 44.405776500514015,-69.59508659999999 44.40563920051401,-69.59502849999998 44.40555150051402,-69.5925592 44.40390580051411,-69.5920786 44.40368090051413,-69.59183 44.40350330051413,-69.59173059999999 44.40329020051416,-69.5912499 44.403207300514154,-69.5906036 44.403207300514154,-69.5892613 44.402828400514174,-69.58866459999999 44.402674500514195,-69.5884658 44.4024969005142,-69.5879686 44.4023074005142,-69.58742170000001 44.40211800051422,-69.5869743 44.40204700051423,-69.5860628 44.40209430051423,-69.58533359999998 44.40207060051423,-69.5843724 44.40199960051424,-69.58387519999998 44.40199960051424,-69.58327860000001 44.40211800051422,-69.5829306 44.40223640051421,-69.581914 44.40192830051424,-69.5818368 44.40190490051423,-69.5813562 44.40244950051421,-69.5814079 44.402501400514204,-69.5820522 44.40314810051416,-69.58231739999998 44.40369270051413,-69.58249969999999 44.40411900051411,-69.58249969999999 44.40475350051406,-69.58249969999999 44.404782000514054,-69.582798 44.40499510051406,-69.5834532 44.40656610051396,-69.5837025 44.40716370051393,-69.58400779999998 44.40789570051388,-69.58483639999999 44.409967500513766,-69.5848861 44.41058310051371,-69.5848198 44.411364400513676,-69.58415689999998 44.412986200513586,-69.58428949999998 44.41351890051355,-69.58477009999999 44.413661000513535,-69.585317 44.41377940051354,-69.5859302 44.413956900513526,-69.5861622 44.41413450051352,-69.5866097 44.414193700513515,-69.58705709999998 44.4145133005135,-69.58670909999998 44.41588640051341,-69.58670909999998 44.41685710051336,-69.5866594 44.41715300051334,-69.5858971 44.417070200513336,-69.58526729999998 44.416987300513355,-69.583841 44.41672860051336,-69.581986 44.41639550051338,-69.58178709999999 44.4163126005134,-69.5809253 44.41657300051336,-69.58024589999998 44.4178988005133,-69.580511 44.41818280051327,-69.57986469999999 44.41909430051322,-69.5801961 44.41966240051319,-69.58039499999998 44.42023060051316,-69.5821185 44.42056200051313,-69.5831792 44.420988100513114,-69.5839746 44.42046730051313,-69.5840409 44.42150890051308,-69.5843724 44.423970800512926,-69.5845923 44.42681610051276,-69.58464389999999 44.427268400512745,-69.584787 44.427699700512704,-69.5850152 44.42804490051268,-69.5870903 44.429935700512566,-69.5881509 44.43163980051247,-69.5889067 44.431867100512456,-69.5894104 44.43201850051245,-69.58952519999998 44.43241860051243,-69.591598 44.4344326005123,-69.5923759 44.43518300051226,-69.5928148 44.43559110051224,-69.59317959999998 44.43586170051221,-69.5934612 44.43601950051222,-69.5939366 44.4361633005122,-69.5943968 44.4362213005122,-69.5948755 44.43621060051221,-69.5954531 44.43616880051219,-69.5959449 44.436190300512195,-69.5964282 44.436285500512184,-69.59695639999998 44.43650460051219,-69.5971927 44.436622900512184,-69.6054531 44.44075820051193,-69.60558829999998 44.43993060051197,-69.6056514 44.43954450051199,-69.6076401 44.439591800512,-69.6096288 44.439828500511986,-69.61022540000002 44.44011250051197,-69.6097614 44.4413904005119,-69.60843559999999 44.44200560051185,-69.6088333 44.44314150051178,-69.609231 44.44413540051171,-69.6106231 44.44456130051169,-69.6106894 44.445697100511616,-69.611061 44.446156200511595,-69.611212 44.44634280051158,-69.61174409999998 44.44700030051154,-69.61182249999999 44.44709710051154,-69.612413 44.44782670051149,-69.6117501 44.448347300511465,-69.61249159999998 44.44852070051145,-69.61356379999998 44.448771400511426,-69.61448609999998 44.44898710051141,-69.61443029999998 44.449140600511406,-69.61420279999999 44.44976690051137,-69.6150645 44.450902600511306,-69.6164566 44.45189640051124,-69.6169869 44.45289010051117,-69.61745099999999 44.4543097005111,-69.61784869999998 44.45506670051106,-69.61804759999998 44.45558720051102,-69.61909049999998 44.45629320051097)"
11444863,Oxford Road,residential,"LINESTRING(-69.6120321 44.45960180051076,-69.61323369999998 44.45942370051078)"
11442572,Lacroix Lane,residential,"LINESTRING(-69.6243346 44.463821400510504,-69.6243661 44.46402450051049,-69.6243009 44.46438860051047,-69.624297 44.46453230051047,-69.6242778 44.46472250051045,-69.6242472 44.46494150051045,-69.62421840000002 44.46509750051042,-69.6241722 44.465368600510395,-69.62414059999999 44.465706400510385,-69.6241219 44.46590640051039,-69.6242433 44.466043000510375)"
1286928363,,path,"LINESTRING(-69.67357100000001 44.414494800513495,-69.6736863 44.41455800051349,-69.6738164 44.41468060051348,-69.6738902 44.41476970051349,-69.67394249999998 44.41483770051347,-69.67397329999999 44.41490960051347,-69.6740162 44.414969900513455,-69.67405649999999 44.415014000513466,-69.6740927 44.41504850051347,-69.6741597 44.415100200513464,-69.67423349999999 44.415152900513455,-69.67427099999999 44.415193100513456,-69.6743341 44.41527260051345,-69.6743864 44.41535220051344,-69.67444 44.41541730051344,-69.67450439999999 44.41548240051344,-69.6745849 44.415551400513436,-69.67469079999998 44.41561940051342,-69.6747404 44.41566440051342,-69.674774 44.41572000051343,-69.6747954 44.415766000513415,-69.6748075 44.415804300513415,-69.6748343 44.41593840051341,-69.6748343 44.415988200513404,-69.6748276 44.41603130051341,-69.6748169 44.41607730051341,-69.674786 44.416149200513395,-69.6747673 44.41618460051339,-69.6747525 44.4162152005134,-69.6747525 44.41624590051339,-69.67475919999998 44.41626980051339,-69.6747753 44.41635410051339,-69.6747793 44.416399200513375,-69.6747726 44.416576400513364)"
11437908,Evans Road,residential,"LINESTRING(-69.6257798 44.46340220051053,-69.62606149999999 44.46405640051049,-69.6261442 44.46430030051047,-69.6262606 44.46457910051047,-69.6265 44.46510910051042,-69.62651599999998 44.46515290051042,-69.6265649 44.46530030051043,-69.6265799 44.4653874005104,-69.6265499 44.46552950051039,-69.6265085 44.46562870051039,-69.626439 44.46574940051039,-69.6264034 44.46579230051038,-69.6263452 44.465918100510386,-69.6262493 44.46607910051038,-69.6260295 44.46648520051034)"
11435900,Katie Drive,residential,"LINESTRING(-69.6307435 44.46196170051062,-69.6308643 44.46334260051053,-69.6308822 44.46360140051052,-69.6303967 44.46416980051048,-69.63026019999998 44.464418800510465,-69.6302451 44.46474360051046,-69.63042709999999 44.465068400510425,-69.6307836 44.46527950051041,-69.6309504 44.46578830051039)"
11444835,Nelson Road,residential,"LINESTRING(-69.608745 44.40018970051432,-69.60773219999999 44.40155510051425,-69.6076869 44.401616100514254,-69.6073691 44.40204460051424,-69.6072903 44.40215080051422,-69.6069174 44.402656800514194,-69.60660189999999 44.40308240051417,-69.6058045 44.4041556005141,-69.60576009999998 44.4042155005141,-69.60561159999999 44.40441600051407,-69.6055831 44.404455600514076,-69.6054728 44.40460890051407,-69.6053652 44.404758400514055,-69.6051845 44.40507270051405,-69.6050161 44.405553800514014,-69.60484779999999 44.40641550051397,-69.6048418 44.406568900513946,-69.6048078 44.4074269005139,-69.6049734 44.40791990051388,-69.6051254 44.40847680051386,-69.605435 44.40961100051378,-69.60563289999999 44.41008580051376,-69.6058451 44.41059460051373,-69.6058751 44.41066650051372,-69.605883 44.41068550051372,-69.6061063 44.41137310051368,-69.6064216 44.412309200513626,-69.6065122 44.41253400051361,-69.60661 44.412771000513594,-69.606655 44.412880000513596,-69.6067734 44.413166700513564,-69.60696259999999 44.41362490051355,-69.607637 44.415258000513454,-69.6078234 44.415676800513424,-69.60814319999999 44.416395600513376,-69.60816729999999 44.41645450051338,-69.6084818 44.41722500051333,-69.60859099999999 44.41761150051331,-69.60873259999998 44.41811300051328,-69.6087401 44.41849740051325,-69.60845449999998 44.41920360051321,-69.6082255 44.42025130051316,-69.6082233 44.420910100513105,-69.6082165 44.422939200513,-69.60821389999998 44.42370990051295,-69.60821379999999 44.42375340051294,-69.60821299999999 44.42398360051293,-69.6082126 44.42411380051292,-69.6082529 44.42448540051291,-69.60833509999999 44.424943000512876,-69.60847059999999 44.42569650051283,-69.60847530000001 44.425722300512824,-69.6085256 44.42599440051281,-69.6085661 44.4262274005128,-69.6086759 44.426838100512754,-69.6087651 44.42733430051273,-69.60868349999998 44.42812200051268,-69.6085581 44.42886190051265,-69.6083584 44.429408300512605,-69.60834489999999 44.429625000512594,-69.60662509999999 44.43032800051255,-69.6058048 44.430805600512535,-69.6053315 44.4310811005125,-69.60406899999998 44.43190400051246,-69.6039067 44.432014500512444,-69.6037485 44.43216410051244,-69.6036283 44.432314700512435,-69.60349329999998 44.432548300512416,-69.6033475 44.432866500512404,-69.6030568 44.43357110051235,-69.6029633 44.43388130051233,-69.60292439999999 44.434051600512326,-69.60288689999999 44.43421610051233,-69.60293229999999 44.434569700512284,-69.6031285 44.435468100512246,-69.6034794 44.43707530051215)"
11443638,Gray Road,residential,"LINESTRING(-69.648527 44.46274100051057,-69.647442 44.46280800051057,-69.646518 44.46291100051055,-69.64577799999999 44.46282400051057,-69.644616 44.46252200051059,-69.643507 44.46215420051061,-69.6404911 44.46131780051066,-69.6395665 44.46121740051067,-69.633606 44.46112500051067,-69.632967 44.461262000510665,-69.63184200000002 44.46161600051065,-69.6307435 44.46196170051062,-69.627889 44.46286000051058,-69.6257798 44.46340220051053,-69.62539799999999 44.463499000510524,-69.6245091 44.463765900510495,-69.6243346 44.463821400510504,-69.6238652 44.4639151005105,-69.62339059999998 44.4639887005105,-69.6227791 44.4640660005105,-69.62254719999999 44.464083300510495,-69.6213242 44.464228300510484,-69.6202435 44.46434600051047,-69.6193568 44.46433660051047,-69.61852669999999 44.46431830051048,-69.6173952 44.46429350051047,-69.6161932 44.464228300510484,-69.6147005 44.46411610051049,-69.61421049999998 44.46411740051048,-69.6140813 44.46412720051048)"
11440606,Fire Road 1,residential,"LINESTRING(-69.5980944 44.43513960051227,-69.5975394 44.435817500512215,-69.59772869999999 44.43598060051222,-69.597559 44.43622290051219,-69.5971927 44.436498200512176,-69.5971927 44.436622900512184,-69.5971927 44.43666060051217,-69.5969613 44.43679760051216)"
11441056,Rowe Drive,residential,"LINESTRING(-69.58468609999998 44.4312391005125,-69.58589369999999 44.431392300512485,-69.5865893 44.43147990051248,-69.5874626 44.43164620051248,-69.5875968 44.43166470051247,-69.58851059999999 44.431790600512464,-69.5889067 44.431867100512456,-69.5901851 44.43211380051245,-69.59020279999999 44.43211560051246,-69.59078419999999 44.43217570051244,-69.59122850000001 44.43224570051244,-69.59156249999998 44.43229160051244,-69.5919916 44.43226100051244)"
323702690,Wentworth View,residential,"LINESTRING(-69.5898936 44.42546230051284,-69.5886333 44.42546950051285)"
11436754,Cain Road,residential,"LINESTRING(-69.64290199999999 44.45704990051094,-69.6443102 44.457249600510906,-69.6455523 44.4574133005109)"
11443879,Achorn Lane,residential,"LINESTRING(-69.5908023 44.42486130051289,-69.5899302 44.424739700512895,-69.58970919999999 44.424746100512884,-69.5884082 44.42482930051288)"
11441267,Taber Hill Road,residential,"LINESTRING(-69.6409566 44.437380700512115,-69.641508 44.43995400051199,-69.64227099999998 44.44391000051173,-69.6434647 44.44855500051146,-69.6439334 44.449585000511384,-69.64397569999998 44.44980160051138,-69.6439676 44.450019800511356,-69.64356469999998 44.45219840051122,-69.6433375 44.453102900511155,-69.642813 44.454888900511065,-69.6427974 44.45592100051098,-69.642836 44.456670000510954,-69.64290199999999 44.45704990051094,-69.64306709999998 44.45799930051086,-69.6435587 44.45987990051075,-69.64356490000002 44.460316400510735,-69.643507 44.46215420051061,-69.64356499999998 44.463461000510534,-69.644043 44.46467300051045,-69.64444499999999 44.46505800051043,-69.644713 44.46531400051041,-69.646426 44.46664400051034,-69.646628 44.46680100051031,-69.64733 44.46748700051027,-69.647872 44.46828800051022,-69.64816 44.46890500051019,-69.648478 44.47151200051002,-69.6489144 44.47282140050994,-69.64945409999999 44.4735257005099,-69.6497153 44.47390250050987,-69.6500068 44.474290100509855)"
11442935,Morrill Drive,residential,"LINESTRING(-69.59009429999999 44.42359680051296,-69.5899739 44.4245364005129,-69.5899302 44.424739700512895)"
11443878,Achorn Lane,residential,"LINESTRING(-69.59155729999999 44.42407780051292,-69.59141389999999 44.424122600512916,-69.5913154 44.424178100512925,-69.5912765 44.42422930051292,-69.5912467 44.42430820051291,-69.59111829999999 44.4246623005129,-69.5909958 44.424777400512895,-69.5908023 44.42486130051289,-69.5913154 44.424969400512886,-69.59172499999998 44.425004000512885,-69.5918231 44.42497370051287,-69.59189179999998 44.42494590051287,-69.59201419999998 44.424871300512876,-69.5921307 44.42463880051288,-69.5921814 44.4243828005129,-69.59214859999999 44.424269800512924,-69.5921068 44.42420790051291,-69.59199329999998 44.424137600512914,-69.59186789999998 44.42408850051294,-69.59173939999998 44.42407140051292,-69.59155729999999 44.42407780051292)"
11437455,Hussey Hill Road,residential,"LINESTRING(-69.6220669 44.44971890051138,-69.6223751 44.44981370051138,-69.622849 44.44992920051136,-69.6231459 44.44997580051136,-69.624488 44.450327000511344,-69.62692599999998 44.450964000511306,-69.627996 44.45124400051128,-69.633422 44.452024000511244,-69.63505 44.45234500051121,-69.635561 44.45242200051121,-69.63703099999998 44.4526440005112,-69.638929 44.452930000511174,-69.640061 44.45310100051117,-69.642813 44.454888900511065,-69.6436462 44.45523320051104,-69.6440452 44.45534920051102,-69.6444439 44.45544640051102,-69.6448508 44.45549210051102,-69.64583799999998 44.45552700051102,-69.648074 44.45526700051103)"
11436430,Clark Road,residential,"LINESTRING(-69.58014819999998 44.418047600513276,-69.5809507 44.41627120051339,-69.58132920000001 44.4161094005134,-69.58227699999999 44.41638600051339,-69.5834439 44.41664160051337,-69.583841 44.41672860051336,-69.584989 44.41698000051334,-69.5877853 44.41739180051333,-69.5884618 44.41749150051331,-69.5888272 44.41754530051331)"
11442902,Bog Road,residential,"LINESTRING(-69.6305504 44.43852860051205,-69.6303882 44.438718900512036,-69.629758 44.43993270051197,-69.62916069999999 44.441075300511905,-69.62795589999999 44.44330530051177,-69.6274366 44.444297700511704,-69.62704749999999 44.444976500511665,-69.62659219999999 44.44551730051163,-69.6256537 44.44654490051156,-69.6247637 44.447465800511516,-69.62379299999999 44.44850460051145,-69.6231804 44.44913870051141,-69.622859 44.449372900511385,-69.6224261 44.44960060051137,-69.6220669 44.44971890051138)"
11442090,Bog Road,residential,"LINESTRING(-69.6194975 44.44989550051137,-69.6208322 44.449865600511366,-69.62150990000002 44.44983010051138,-69.6220669 44.44971890051138)"
11433230,,residential,"LINESTRING(-69.6329886 44.433684300512354,-69.632811 44.433302300512366,-69.631903 44.43319300051238,-69.631422 44.43310000051238,-69.63109 44.43285500051241,-69.63075799999999 44.43260200051242,-69.630481 44.43243100051242,-69.629699 44.43220500051244,-69.62931999999999 44.43204100051244,-69.628821 44.43171400051247,-69.628512 44.43146100051248,-69.62822399999999 44.43124900051248,-69.627936 44.431053000512506,-69.627496 44.43112100051249,-69.627035 44.4311810005125,-69.62665 44.43129800051249,-69.626378 44.43144800051249,-69.62604499999999 44.43178300051245,-69.62587 44.43213500051245,-69.625739 44.432488000512414)"
